
hey suck,0.09592177266778566,0.6289551646520932,0.27512306268012104
hey suck,0.1020473897927644,0.6154090894710074,0.2825435207362283
hey suck,0.11936724243288048,0.5983678168778109,0.2822649406893086
hey suck,0.11158161502338175,0.6223168840780016,0.26610150089861667
hey suck,0.11680417811481643,0.6081448463327265,0.27505097555245706
hey suck,0.1262210072205906,0.6091369813419101,0.2646420114374993
hey beautiful,0.07872212641280274,0.32451879912998144,0.5967590744572158
are u mad,0.053391788643894794,0.48744288422302995,0.45916532713307523
are u mad,0.12076257002078152,0.4574852474692692,0.4217521825099492
are u mad,0.0545642397396,0.5172457115914032,0.4281900486689968
are u mad,0.08242181242506863,0.6395022160564715,0.27807597151846
are u mad,0.0664612689035875,0.5461300696989146,0.38740866139749786
are u mad,0.08547963216606265,0.5948412681948592,0.31967909963907826
hello,0.1835910382256023,0.2571412366540394,0.5592677251203584
you are not good,0.0548497816283382,0.3296921011840701,0.6154581171875916
you are asshole,0.17308679952972303,0.5573858975016148,0.269527302968662
